i,Title,Author,Publisher,Subjects,ISBN Valid,isbn_clean,cover_url
948,"L'art japonais du jeûne : la méthode pour être en forme, rajeunir et prévenir les maladies /","Nagumo, Yoshinori, 1955-",Médicis,Diète,9782853278461; 2853278468,9782853278461,
949,"Atlas mondial des sexualités : libertés, plaisirs et interdits /","Cattan, Nadine",Éditions Autrement,Vie sexuelle.; Sexualité.; Cartes.,9782746763098; 2746763095,9782746763098,
950,Divertir pour dominer : la culture de masse contre les peuples /,,L'Echappée,culture de masse--[études diverses],9782915830224; 2915830223,9782915830224,https://covers.openlibrary.org/b/id/7323606-M.jpg?default=false
951,L'esprit critique /,"Bauthian, Isabelle",Delcourt,Infox; Débats et controverses; Esprit critique; Bandes dessinées,9782413008101; 2413008101,9782413008101,
952,Invitation à la sociologie réflexive /,"Bourdieu, Pierre",Seuil,Anthropologie; Sociologie; Méthodologie; Philosophie de l'homme; Épistémologie de la sociologie,9782021059946; 2021059944,9782021059946,
953,Dictionnaire Bourdieu /,"Chevallier, Stéphane",Ellipses,"Bourdieu, Pierre--[dictionnaire]; Bourdieu, Pierre--[biographie]",9782729853921; 2729853928,9782729853921,
954,La numérisation du monde : un désastre écologique /,"Flipo, Fabrice",L'Echappée,Société numérique--Aspect environnemental; Écologie--Effets des innovations technologiques; Numérisation--Aspect environnemental; Économie numérique--Aspect environnemental; Changements climatiques--Effets des innovations technologiques,9782373090956; 2373090953,9782373090956,
955,Qu'est-ce que la sociologie /,"Elias, Norbert",Presses Pocket,sociologie,2266131540; 9782266131544,2266131540,https://covers.openlibrary.org/b/id/4431047-M.jpg?default=false
956,"A quoi rêvent les algorithmes : nos vies à l'heure des ""big data"" /","Cardon, Dominique, 1965-",Ed du Seuil,Données massives; Algorithmes; Sciences sociales,9782021279962; 2021279960,9782021279962,https://covers.openlibrary.org/b/id/15175486-M.jpg?default=false
957,Communication progressive du français : A2 B1 : intermédiaire /,"Leroy-Miquel, Claire",CLE International,Français (langue)--Communication; Français (langue); Vocabulaires et manuels de conversation; Manuels pour allophones,9782090384482; 2090384484; 2090384476; 9782090384475,9782090384482,https://covers.openlibrary.org/b/id/13974492-M.jpg?default=false
958,"Vocabulaire progressif du français : A2-B1, intermédiaire /","Leroy-Miquel, Claire",CLE International,Vocabulaire français; Manuels pour allophones,9782090380156; 2090380152,9782090380156,https://covers.openlibrary.org/b/id/10651000-M.jpg?default=false
959,Monde pluriel : penser l'unité des sciences sociales /,"Lahire, Bernard",Editions du Seuil,sciences sociales; recherche scientifique--sciences sociales; épistémologie--sciences sociales; sciences sociales--* épistémologie; sciences sociales - théorie; Sciences sociales; Recherche; Épistémologie des sciences sociales; Épistémologie; Interdisciplinarité,9782021064599; 202106459X,9782021064599,
960,Entre nuage et eau : le quotidien d'un apprenti moine zen /,"Sans, Clément 1992-....",Ed des Equateurs,Moines bouddhistes--Japon--2000-....; Zen--Doctrines religieuses; Récits personnels,9782382843499; 2382843497,9782382843499,
961,"Orthographe progressive du français : B2-C1, avancé : avec 405 exercices /","Chollet, Isabelle",Impr Maury; CLE international,Orthographe française; Français langue étrangère; Manuels pour allophones,9782090384574; 2090384573; 2090384581; 9782090384581,9782090384574,https://covers.openlibrary.org/b/id/13974424-M.jpg?default=false
962,Vocabulaire progressif du français : B2-C1.1 : avancé : avec 390 exercices /,"Leroy-Miquel, Claire",CLE International,Vocabulaire français; Français (langue); Manuels pour allophones,9782090381993; 209038199X,9782090381993,https://covers.openlibrary.org/b/id/13767358-M.jpg?default=false
963,Vocabulaire progressif du français : B2-C1.1 : avancé : avec 390 exercices : corrigés /,"Leroy-Miquel, Claire",CLE international,Enseignement du français; Français (langue); Manuels pour allophones; Vocabulaire de base,2090382015; 9782090382013,2090382015,https://covers.openlibrary.org/b/id/13873747-M.jpg?default=false
964,La dévoration numérique : une profane comédie /,"Ansermet, François, psychiatre",Odile Jacob,Société numérique,2415000248; 9782415000240,2415000248,
965,"Jeunesses connectées : les ""digital natives"" au prisme des inégalités socio-culturelles /","Boyadjian, Julien",Presses universitaires du Septentrion,Jeunes internautes--France--2000-....; Jeunesse--Sociologie--France.; Technologie et jeunesse--France.; Génération Internet--Sociologie--France.; Inégalité sociale.; Enquêtes.,9782757436417; 2757436414,9782757436417,
966,En contexte : Exercices de vocabulaire : A2 /,,Hachette,Vocabulaire français; Manuels pour allophones,9782014016437; 2014016437,9782014016437,https://covers.openlibrary.org/b/id/10648594-M.jpg?default=false
967,Le DELF 100% réussite : A2 /,"Dupleix, Dorothée",Didier,Français (langue); Diplôme d'études en langue française; Problèmes et exercices,9782278102525; 2278102524,9782278102525,
968,Le talent est une fiction : déconstruire les mythes de la réussite et du mérite /,"Karaki, Samah",JC lattès,Mérite; Compétence; Succès; Aptitude,9782709669382; 2709669382,9782709669382,https://covers.openlibrary.org/b/isbn/2709669382-M.jpg?default=false
969,Votre cerveau vous veut du bien : pourquoi nous ne sommes pas faits pour être heureux en permanence mais comment trouver un équilibre /,"Hansen, Anders, 1957-",Juvence,Réalisation de soi; Bonheur; Neurosciences; Guides pratiques,9782889538171; 2889538176,9782889538171,
970,Faites-les lire ! : pour en finir avec le crétin digital /,"Desmurget, Michel",Éditions du Seuil,Goût de la lecture; Lecture--Participation des parents; Lecture--Promotion; Apprentissage cognitif; Psychologie de la lecture; Jeunesse--Livres et lecture,9782021492934; 2021492931,9782021492934,
971,"Le sommeil, c'est bon pour le cerveau : avec des conseils, fondés scientifiquement, pour tout âge et tout problème /","Laureys, Steven 1968-....",Odile Jacob,Sommeil; Cerveau,9782415004217; 2415004219,9782415004217,
972,Petite philosophie des algorithmes sournois /,"De Brabandere, Luc",Editions Eyrolles,Algorithmes--Sociologie,9782416013089; 2416013084,9782416013089,
973,L'ultime pouvoir : la vérité sur l'impact des réseaux sociaux /,"Reille-Soult, Véronique",Les Éditions du Cerf,Réseaux sociaux.; Médias numériques.,9782204147392; 2204147397,9782204147392,
974,Raz de données : l'impact du numérique sur l'environnement /,"Durand, Alice ingénieure de formation 19..-....",Delachaux et Niestlé,Économie numérique; Empreinte écologique; Téléphonie mobile; Information électronique.; Environnement.,9782603029329; 2603029320,9782603029329,
975,"Le cerveau, machine à inventer /","Agid, Yves neurologue 1940-....",Albin Michel,Cerveau; Découvertes scientifiques; Créativité en sciences,9782226481498; 2226481494,9782226481498,
976,On achève bien les enfants : écrans et barbarie numérique /,"Lebrun, Fabien",le Bord de l'eau,Société numérique--Psychologie--Chez l'enfant; Technologies de l'information et de la communication--Psychologie--Chez l'enfant; Médias et enfants; Enfants internautes,2356877312; 9782356877314,2356877312,https://covers.openlibrary.org/b/id/10500146-M.jpg?default=false
977,Odyssée A2 : méthode de français /,,CLE International,Français langue étrangère; Manuels pour allophones,9782090355727; 2090355727,9782090355727,https://covers.openlibrary.org/b/isbn/9782090355727-M.jpg?default=false
978,L’art du raccourci : ou comment mieux penser /,"Du Sautoy, Marcus",Editions Héloïse d’Ormesson,Abstraction.; Logique mathématique.; Pensée.,9782350878829; 2350878821,9782350878829,
979,L'imagination sociologique /,"Mills, Charles Wright",La Découverte,Épistémologie de la sociologie; Épistémologie des sciences sociales,9782707150226; 2707150223,9782707150226,https://covers.openlibrary.org/b/id/983544-M.jpg?default=false
980,Pratiques de la lecture /,,Payot & Rivages,lecture--[congrès]; culture--lecture--* sociologie--[congrès],2228887234; 9782228887236,2228887234,https://covers.openlibrary.org/b/isbn/9782228887236-M.jpg?default=false
981,Le regard sociologique : essais choisis /,"Hughes, Everett Cherrington",Ed de l'Ecole des hautes études en sciences sociales,Ecole de Chicago (sociologie)--recherche sociale--[études diverses]; ethnographie--recherche sociale--* méthodologie--[études diverses],2713212154; 9782713212154,2713212154,https://covers.openlibrary.org/b/id/3120930-M.jpg?default=false
982,"Outils et pratique de la médiation : dénouer et prévenir les conflits dans et ""hors les murs"" /","Gava, Marie-José",InterEditions,Médiation; Guides pratiques,9782729618988; 2729618988,9782729618988,
983,Le pouvoir du Nunchi : Le secret coréen pour doper son intelligence émotionnelle /,"Hong, Euny",Hugo Poche,Intelligence émotionnelle; Guides pratiques,9782755687781; 2755687789,9782755687781,https://covers.openlibrary.org/b/id/10873648-M.jpg?default=false
984,A la découverte de la sagesse stoïcienne : L'histoire improbable du stoïcisme suivie du Manuel de la vie bonne /,"Chakrapani, Chuck",Editions Stoa Gallica,"Stoïcisme; Stoïcisme--Histoire; Epictète.--""Manuel""",9798871955840,9798871955840,
985,"Bouger, ça commence dans la tête ! : guide de survie pour lutter contre la sédentarité /","Kiriyama, Naoki,, 1985-....",First Editions,Entraînement (sports); Sédentarité--Santé,2412086664; 9782412086667,2412086664,
986,La signification sociale de l'argent /,"Zelizer, Viviana A",Ed du Seuil,argent (monnaie)--* sociologie--Etats-Unis--1870 / 1930; argent (monnaie)--valeur sociale,2020654326; 9782020654326,2020654326,
987,Le piège du bonheur : créez la vie que vous voulez /,"Harris, Russ",Ed de l'Homme,bonheur--qualité de la vie,9782761926409; 2761926404,9782761926409,
988,ChatGPT décodé : comment fonctionne l'IA qui révolutionne notre monde ? /,"Wolfram, Stephen 1959-....",Diateino,Agents conversationnels; ChatGPT (logiciel); Intelligence artificielle,9782354567354; 2354567359,9782354567354,
989,Pédagogie de la résonance /,"Rosa, Hartmut",le Pommier / Humensis,Relations maître-élève; Pédagogie; Psychologie de l'apprentissage; Relation (philosophie); Changement social; Entretiens,9782746526037; 2746526034,9782746526037,
990,Sociologie du numérique /,"Boullier, Dominique",A Colin,Société numérique; Humanités digitales; Réseaux sociaux (Internet); Génération Internet; Nouvelles technologies de l'information et de la communication; Sociologie; [Manuels d'enseignement supérieur],9782200291655; 2200291655,9782200291655,
991,Contre l'amour : la déroute des sentiments /,"Kipnis, Laura",La Table Ronde,Adultère; Couples; Amour--Aspect social; Amour--Aspect politique; Amour--Aspect économique; Amour--Représentations sociales,2710326965; 9782710326960,2710326965,
992,"Vivons heureux avant la fin du monde : couple, famille, sexualité : les nouvelles règles du jeu /","Saltel, Delphine",Arte Editions; Philosophie magazine éditeur,Couples; Rôle parental; Rupture (relations humaines); Garde conjointe des enfants,9782900818275; 2900818273,9782900818275,https://covers.openlibrary.org/b/isbn/2900818273-M.jpg?default=false
993,La négociation au quotidien : l'art des victoires sans vaincus /,"Halifa, Yves",Mardaga,Négociations--Technique; Négociations (affaires)--Technique; Guides pratiques,2804720810; 9782804720810,2804720810,
994,"Le cerveau pense-t-il au masculin ? : cerveau, langage et représentations sexistes /","Gygax, Pascal",Le Robert,Sexism; Language; Psycholinguistics; Gender Identity; Langage--Différences entre sexes; Sexisme dans le langage; Psycholinguistique; Genre (linguistique),9782321016892; 2321016892,9782321016892,https://covers.openlibrary.org/b/id/11055414-M.jpg?default=false
995,La société des singularités : une transformation structurelle de la modernité /,"Reckwitz, Andreas",Impr Sepec numérique; Éditions de la Maison des sciences de l'homme,Changement social--1970-...; Individualisme--1970-...; Individu et société--1970-...,9782735126552; 2735126552,9782735126552,https://covers.openlibrary.org/b/id/10079975-M.jpg?default=false
996,Cerveaux augmentés : (humanité diminuée ?) /,"Benasayag, Miguel",Delcourt; La Découverte,Transhumanisme.; Bandes dessinées.,9782413048220; 2413048227,9782413048220,
997,"Le cerveau numérique : organisez votre vie numérique, gagnez du temps et libérez votre esprit /","Gueniat, Julien",Eyrolles,Travail intellectuel--Méthodologie; Gestion de l'information; Budgets temps; Information électronique; Gestion des connaissances; Efficience (gestion); Guides pratiques,9782416011146; 2416011146,9782416011146,
998,Philocomix  /,"Thivet, Jean-Philippe",Rue de Sèvres,Bonheur; Philosophie; Philosophes; Bandes dessinées,9782810216116; 2810216118; 9782369819233; 2369819235; 9782810201310; 2810201315,9782810216116,
999,Économie du football professionnel /,"Drut, Bastien",La Découverte,Sports--Economic aspects; Football; Clubs de football; Sports professionnels; Conditions économiques,9782707182098; 2707182095,9782707182098,
1000,La prévoyance professionnelle : principes et fondements /,"Oberson, Francine",Schulthess éd romandes,Pensions de vieillesse; Régimes de retraite; Caisses de retraite; berufliche Vorsorge; berufliche Vorsorge nach BVG; obligatorische Versicherung; weitergehende Vorsorge; Altersguthaben; Vorsorgeleistung; Freizügigkeit(Versicherung); Erhaltung des Vorsorgeschutzes; Ehescheidung; Eigentumsförderung; Selbstvorsorge; Vorsorgeeinrichtung; Organ(BVG); Auffangeinrichtung; Organisation(allgemein); Organisation(Verfahren); Finanzierung(berufliche Vorsorge); Finanzierung der Versicherung; Buchhaltung; Sicherheitsfonds; Steuer; Abgabefreiheit; Verwaltung(Tätigkeit); Betriebsleitung; Suisse; Schweiz; [Manuels d'enseignement supérieur]; Bibliographie; Lehrmittel,9783725566846; 3725566844,9783725566846,
1001,Droit suisse de la sécurité sociale,,Stämpfli,Sécurité sociale--Droit--Suisse; Sozialversicherung; Bundesrecht; Social Security; Schweiz; Switzerland; Droit de la santé; Assurances sociales; Grundlagenwerk; Handbook; Legislation,9783727223617; 3727223618; 9783727223952; 3727223952,9783727223617,
1002,Droit social européen : Union européenne et pays associés /,"Hummer, Bettina, 1962-",Schulthess,soziale Sicherheit; rechtsgleiche Behandlung; international; Freizügigkeitsgarantie; Abkommen über die Freizügigkeit der Personen; Arbeitsvertrag; internationaler Vertrag; Gemeinschaftsrecht; Rechtsvergleichung; Schweiz,9783725585199; 3725585199,9783725585199,
1003,Droit du travail /,"Wyler, Rémy, 1960-",Stämpfli,Droit du travail; Arbeitsrecht; Einzelarbeitsvertrag; Suisse; Schweiz; [Manuels d'enseignement supérieur]; Grundlagenwerk,9783727216084; 3727216085,9783727216084,
1004,"Les assurances sociales en Suisse : vue d'ensemble, gestion des salaires et prévoyance /","Bucheler, Rémy",Editions loisirs et pédagogie,Sécurité sociale--Droit--Suisse; Sécurité sociale,9782606018375; 2606018370,9782606018375,
1005,Le droit social numérique /,,Stämpfli,Sozialversicherung; AHV; Internet; elektronische Datenverarbeitung; Crowdsourcing; Schweiz,9783727289798; 3727289791,9783727289798,
1006,Assurance-chômage et service public de l'emploi /,"Rubin, Boris",Schulthess Ed romandes,Assurance-chômage; Droit; Politique de l'emploi; Politique publique; ALV; regionales Arbeitsvermittlungszentrum; Arbeitslosenentschädigung; Kurzarbeitsentschädigung; Schlechtwetterentschädigung; Insolvenzentschädigung; arbeitsmarktliche Massnahme; Arbeitslosenversicherungsorgan; Arbeitslosenpolitik; Suisse; Schweiz; [Manuels d'enseignement supérieur],9783725587032; 3725587035,9783725587032,
